WRIST-x	377.12963104248047
WRIST-y	337.617244720459
THUMB_TIP-x	191.88514709472656
THUMB_TIP-y	158.68145942687988
INDEX_MCP-x	276.5249252319336
INDEX_MCP-y	212.3417043685913
MIDDLE_TIP-x	321.72740936279297
MIDDLE_TIP-y	221.47790908813477
PINKY_TIP-x	398.4615707397461
PINKY_TIP-y	227.58567810058594
WRIST-x	343.07132720947266
WRIST-y	412.84815788269043
THUMB_TIP-x	167.70065307617188
THUMB_TIP-y	236.19954586029053
INDEX_MCP-x	244.68931198120117
INDEX_MCP-y	284.6853733062744
MIDDLE_TIP-x	288.5960006713867
MIDDLE_TIP-y	299.69329833984375
PINKY_TIP-x	362.17735290527344
PINKY_TIP-y	305.95041275024414
WRIST-x	240.7268524169922
WRIST-y	433.9845085144043
THUMB_TIP-x	63.73649597167969
THUMB_TIP-y	249.87436294555664
INDEX_MCP-x	138.64334106445312
INDEX_MCP-y	296.1709499359131
MIDDLE_TIP-x	180.48036575317383
MIDDLE_TIP-y	313.7648391723633
PINKY_TIP-x	260.58372497558594
PINKY_TIP-y	324.3299102783203
WRIST-x	395.23380279541016
WRIST-y	359.88953590393066
THUMB_TIP-x	175.9899139404297
THUMB_TIP-y	184.9865198135376
INDEX_MCP-x	266.8364715576172
INDEX_MCP-y	235.25711059570312
MIDDLE_TIP-x	316.8469429016113
MIDDLE_TIP-y	236.6512155532837
PINKY_TIP-x	398.88633728027344
PINKY_TIP-y	235.95418453216553
WRIST-x	483.5435104370117
WRIST-y	332.8556442260742
THUMB_TIP-x	306.2372589111328
THUMB_TIP-y	167.836275100708
INDEX_MCP-x	384.1738510131836
INDEX_MCP-y	216.51502132415771
MIDDLE_TIP-x	425.6199645996094
MIDDLE_TIP-y	221.7097520828247
PINKY_TIP-x	503.93516540527344
PINKY_TIP-y	219.7487211227417
WRIST-x	540.0601577758789
WRIST-y	249.31222915649414
THUMB_TIP-x	341.6567611694336
THUMB_TIP-y	47.202250957489014
INDEX_MCP-x	425.9698486328125
INDEX_MCP-y	108.21125507354736
MIDDLE_TIP-x	476.845703125
MIDDLE_TIP-y	115.94490766525269
PINKY_TIP-x	568.717155456543
PINKY_TIP-y	112.51022100448608
WRIST-x	393.8883590698242
WRIST-y	289.22327041625977
THUMB_TIP-x	190.34297943115234
THUMB_TIP-y	81.6474437713623
INDEX_MCP-x	277.0297431945801
INDEX_MCP-y	149.10903453826904
MIDDLE_TIP-x	327.46604919433594
MIDDLE_TIP-y	155.40103912353516
PINKY_TIP-x	411.24900817871094
PINKY_TIP-y	158.33006858825684
WRIST-x	277.5221633911133
WRIST-y	345.9543228149414
THUMB_TIP-x	69.00609016418457
THUMB_TIP-y	146.16239547729492
INDEX_MCP-x	154.15082931518555
INDEX_MCP-y	200.31951427459717
MIDDLE_TIP-x	201.75302505493164
MIDDLE_TIP-y	211.58982753753662
PINKY_TIP-x	286.4861488342285
PINKY_TIP-y	215.87953090667725
WRIST-x	290.14856338500977
WRIST-y	273.7188720703125
THUMB_TIP-x	52.90494918823242
THUMB_TIP-y	42.225773334503174
INDEX_MCP-x	157.22537994384766
INDEX_MCP-y	106.4704155921936
MIDDLE_TIP-x	212.4211311340332
MIDDLE_TIP-y	119.29730415344238
PINKY_TIP-x	300.6332778930664
PINKY_TIP-y	121.14538192749023
WRIST-x	377.4271774291992
WRIST-y	241.24666213989258
THUMB_TIP-x	153.5680389404297
THUMB_TIP-y	51.18157625198364
INDEX_MCP-x	251.45923614501953
INDEX_MCP-y	103.87253522872925
MIDDLE_TIP-x	302.02335357666016
MIDDLE_TIP-y	111.68118953704834
PINKY_TIP-x	381.8684387207031
PINKY_TIP-y	107.2166919708252
WRIST-x	442.27264404296875
WRIST-y	270.23157119750977
THUMB_TIP-x	246.54949188232422
THUMB_TIP-y	79.25941228866577
INDEX_MCP-x	329.38697814941406
INDEX_MCP-y	136.00632190704346
MIDDLE_TIP-x	380.4341125488281
MIDDLE_TIP-y	148.12524318695068
PINKY_TIP-x	463.5031509399414
PINKY_TIP-y	145.16431331634521
WRIST-x	526.2314224243164
WRIST-y	220.54638862609863
THUMB_TIP-x	326.75174713134766
THUMB_TIP-y	65.93723773956299
INDEX_MCP-x	420.1676559448242
INDEX_MCP-y	104.19670343399048
MIDDLE_TIP-x	464.3805694580078
MIDDLE_TIP-y	105.60374021530151
PINKY_TIP-x	541.9883728027344
PINKY_TIP-y	103.0932068824768
WRIST-x	541.1444473266602
WRIST-y	269.05835151672363
THUMB_TIP-x	358.9517593383789
THUMB_TIP-y	116.80721998214722
INDEX_MCP-x	444.8044204711914
INDEX_MCP-y	151.79034233093262
MIDDLE_TIP-x	484.9302673339844
MIDDLE_TIP-y	158.2316493988037
PINKY_TIP-x	558.9409637451172
PINKY_TIP-y	161.96073532104492
WRIST-x	539.0044403076172
WRIST-y	318.87834548950195
THUMB_TIP-x	387.6885223388672
THUMB_TIP-y	171.14745140075684
INDEX_MCP-x	457.3390197753906
INDEX_MCP-y	204.88081455230713
MIDDLE_TIP-x	494.99134063720703
MIDDLE_TIP-y	211.68776035308838
PINKY_TIP-x	557.1327972412109
PINKY_TIP-y	210.5249834060669
WRIST-x	510.9383773803711
WRIST-y	368.1873893737793
THUMB_TIP-x	387.3121643066406
THUMB_TIP-y	236.32716178894043
INDEX_MCP-x	448.2059860229492
INDEX_MCP-y	265.8962631225586
MIDDLE_TIP-x	478.15650939941406
MIDDLE_TIP-y	272.49555587768555
PINKY_TIP-x	533.6913299560547
PINKY_TIP-y	277.5739574432373
WRIST-x	494.6757125854492
WRIST-y	420.3549385070801
THUMB_TIP-x	404.43336486816406
THUMB_TIP-y	305.8579444885254
INDEX_MCP-x	427.2542190551758
INDEX_MCP-y	326.1145305633545
MIDDLE_TIP-x	457.7665328979492
MIDDLE_TIP-y	336.91057205200195
PINKY_TIP-x	511.91600799560547
PINKY_TIP-y	347.3137950897217
WRIST-x	372.9024124145508
WRIST-y	410.31140327453613
THUMB_TIP-x	242.93127059936523
THUMB_TIP-y	287.13294982910156
INDEX_MCP-x	301.94849014282227
INDEX_MCP-y	314.2789936065674
MIDDLE_TIP-x	332.8775405883789
MIDDLE_TIP-y	325.6549644470215
PINKY_TIP-x	388.0129623413086
PINKY_TIP-y	331.8741703033447
WRIST-x	330.5344009399414
WRIST-y	353.9402103424072
THUMB_TIP-x	175.74346542358398
THUMB_TIP-y	212.61311531066895
INDEX_MCP-x	237.77137756347656
INDEX_MCP-y	255.97726821899414
MIDDLE_TIP-x	275.7809638977051
MIDDLE_TIP-y	262.4659252166748
PINKY_TIP-x	339.2683410644531
PINKY_TIP-y	264.1684627532959
WRIST-x	379.5490264892578
WRIST-y	373.26725006103516
THUMB_TIP-x	188.89930725097656
THUMB_TIP-y	201.25535488128662
INDEX_MCP-x	262.5691604614258
INDEX_MCP-y	251.58308029174805
MIDDLE_TIP-x	309.08451080322266
MIDDLE_TIP-y	258.4764575958252
PINKY_TIP-x	387.4480438232422
PINKY_TIP-y	260.9662055969238
WRIST-x	328.8196563720703
WRIST-y	451.322078704834
THUMB_TIP-x	50.1030158996582
THUMB_TIP-y	221.8310022354126
INDEX_MCP-x	159.9811553955078
INDEX_MCP-y	281.6403007507324
MIDDLE_TIP-x	225.5845832824707
MIDDLE_TIP-y	302.83827781677246
PINKY_TIP-x	330.64762115478516
PINKY_TIP-y	299.8905944824219
WRIST-x	496.0028839111328
WRIST-y	268.95472526550293
THUMB_TIP-x	241.8666648864746
THUMB_TIP-y	36.234097480773926
INDEX_MCP-x	346.5869903564453
INDEX_MCP-y	102.17463970184326
MIDDLE_TIP-x	408.54286193847656
MIDDLE_TIP-y	113.67346286773682
PINKY_TIP-x	509.69921112060547
PINKY_TIP-y	112.99870491027832
WRIST-x	402.16285705566406
WRIST-y	335.5147361755371
THUMB_TIP-x	138.97783279418945
THUMB_TIP-y	102.51866340637207
INDEX_MCP-x	245.93402862548828
INDEX_MCP-y	170.88772773742676
MIDDLE_TIP-x	311.6693687438965
MIDDLE_TIP-y	184.6424388885498
PINKY_TIP-x	408.9030075073242
PINKY_TIP-y	187.03956127166748
WRIST-x	386.1322021484375
WRIST-y	403.8944435119629
THUMB_TIP-x	265.1760673522949
THUMB_TIP-y	266.82847023010254
INDEX_MCP-x	323.7479782104492
INDEX_MCP-y	294.8086452484131
MIDDLE_TIP-x	354.67151641845703
MIDDLE_TIP-y	314.41866874694824
PINKY_TIP-x	409.9777603149414
PINKY_TIP-y	326.6293716430664
WRIST-x	309.82011795043945
WRIST-y	418.7901020050049
THUMB_TIP-x	183.17293167114258
THUMB_TIP-y	282.02259063720703
INDEX_MCP-x	237.5503921508789
INDEX_MCP-y	310.36096572875977
MIDDLE_TIP-x	269.4204521179199
MIDDLE_TIP-y	328.86165618896484
PINKY_TIP-x	326.99947357177734
PINKY_TIP-y	337.30573654174805
WRIST-x	235.26248931884766
WRIST-y	420.0611686706543
THUMB_TIP-x	78.91484260559082
THUMB_TIP-y	285.0909233093262
INDEX_MCP-x	148.59445571899414
INDEX_MCP-y	309.006929397583
MIDDLE_TIP-x	183.9932632446289
MIDDLE_TIP-y	330.3732204437256
